Date,Open,High,Low,Close,Adj Close,Volume
2022-04-28,61.194378,61.436378,59.211552,60.679157,60.473248,15384938
2022-04-29,60.491802,60.991413,58.040592,58.196720,57.999233,13309718
2022-05-02,57.837627,59.195942,56.682278,58.977360,58.777225,14793372
2022-05-03,59.992195,61.100704,59.313038,60.624512,60.418785,10051879
2022-05-04,61.038250,63.052303,60.281029,62.786884,62.573822,9592769
2022-05-05,61.967213,62.513660,60.546448,61.350506,61.142319,9171191
2022-05-06,61.147541,61.194378,59.476971,61.069477,60.862244,6870900
2022-05-09,59.937550,60.078064,56.627636,56.963310,56.770012,8991467
2022-05-10,57.767368,58.313816,55.534737,57.228729,57.034531,8758325
2022-05-11,57.580017,58.220142,56.252926,56.549572,56.357674,9948246
2022-05-12,56.003124,57.931305,55.558159,57.205307,57.011185,11049009
2022-05-13,58.071819,59.305229,57.884464,58.587040,58.388229,6631609
2022-05-16,58.009369,58.860264,57.556595,58.259174,58.061478,8341232
2022-05-17,59.492584,60.265419,59.164715,59.640907,59.438522,5761041
2022-05-18,59.055424,59.734581,58.407494,58.704136,58.504929,9048087
2022-05-19,58.548008,59.750195,58.118656,59.125683,58.925049,7975122
2022-05-20,59.414520,59.672131,57.197502,58.743168,58.543827,9403565
2022-05-23,59.344261,59.640907,58.555817,58.907104,58.707207,6757787
2022-05-24,58.337238,58.446526,56.252926,58.173302,57.975899,7851377
2022-05-25,57.353630,58.227947,56.690086,58.181110,57.983677,9089976
2022-05-26,58.719749,60.663544,58.313816,60.117096,59.913094,6008274
2022-05-27,60.335674,61.498829,60.101482,61.483215,61.274582,6240904
2022-05-31,60.850899,61.701794,60.702576,61.116314,60.908924,6649671
2022-06-01,61.733021,62.014053,59.867290,60.515221,60.309868,7593768
2022-06-02,60.905544,61.405151,60.241997,60.889931,60.683304,7898774
2022-06-03,59.906322,60.226387,59.071037,60.085869,59.881973,6754201
2022-06-06,60.819672,61.116314,59.929741,60.109291,59.905312,6077192
2022-06-07,60.039032,61.007027,59.461357,60.889931,60.683304,6566150
2022-06-08,59.867290,61.108509,59.734581,60.234192,60.029793,4324656
2022-06-09,60.023418,60.148323,58.352848,58.376270,58.178177,6476096
2022-06-10,57.002342,57.111633,55.222481,55.604996,55.416306,12278257
2022-06-13,54.231068,54.644810,52.412178,52.864948,52.685555,12117491
2022-06-14,53.044495,53.793911,52.716629,53.122559,52.942295,6891396
2022-06-15,53.832943,54.660423,52.927399,53.942234,53.759186,8441021
2022-06-16,52.326309,52.490242,50.624512,50.967995,50.795040,11612649
2022-06-17,50.889931,52.092117,50.382515,51.522247,51.347412,11531818
2022-06-21,52.661983,53.130367,51.295864,51.327087,51.152912,10353042
2022-06-22,50.101482,51.053864,50.093678,50.382515,50.211548,12428646
2022-06-23,50.249805,50.804058,49.242779,50.015614,49.845890,8652258
2022-06-24,50.476189,53.060108,50.288837,52.365341,52.187641,12805260
2022-06-27,52.669788,53.005463,51.631538,52.076504,51.961758,8708622
2022-06-28,52.654175,53.434818,51.022640,51.428570,51.315250,9029385
2022-06-29,51.311474,51.522247,49.398907,49.718971,49.609421,8849404
2022-06-30,48.829041,49.773613,48.212334,49.703358,49.593842,11147134
2022-07-01,49.562843,50.382515,48.563622,49.601875,49.492584,8776900
2022-07-05,48.017174,48.485558,46.783764,48.423107,48.316414,10287199
2022-07-06,48.056206,48.680717,47.408276,48.064011,47.958103,6267036
2022-07-07,48.844654,49.281811,48.352848,49.180328,49.071964,8068763
2022-07-08,49.086651,50.257610,48.555817,49.375488,49.266693,7933617
2022-07-11,48.704136,48.883686,47.946915,48.329430,48.222939,6115238
2022-07-12,47.619049,50.374706,47.619049,49.195942,49.087543,9320428
2022-07-13,48.438721,48.946136,47.782982,48.407494,48.300835,5556081
2022-07-14,47.619049,47.743950,46.838406,47.689304,47.584225,6527848
2022-07-15,48.462139,49.172520,47.611240,49.071037,48.962914,7495387
2022-07-18,50.265419,50.819672,49.437939,49.711163,49.601627,8466001
2022-07-19,50.351288,52.146759,50.335674,52.099922,51.985123,8037250
2022-07-20,51.756439,53.302109,51.561279,52.997658,52.880886,8782152
2022-07-21,52.849335,53.348946,52.380951,53.185013,53.067825,7622591
2022-07-22,53.395786,53.676815,52.958626,53.231850,53.114555,7190253
2022-07-25,52.599533,53.809525,52.326309,53.364559,53.246975,7556747
2022-07-26,54.395004,57.275566,53.981266,55.823574,55.700569,23110649
2022-07-27,56.206089,56.518345,54.722874,55.878220,55.755100,9233960
2022-07-28,58.196720,58.469944,56.916473,57.096020,56.970215,14416374
2022-07-29,56.986729,58.173302,56.541763,57.697113,57.569984,10159227
2022-08-01,57.220921,59.601875,56.744732,59.172520,59.042137,11720125
2022-08-02,58.735363,59.367680,58.017174,58.048401,57.920498,7414684
2022-08-03,58.485558,58.782200,57.814209,58.345043,58.216484,7724174
2022-08-04,58.149883,58.274784,57.423889,57.509758,57.383041,5540837
2022-08-05,57.322403,58.579235,57.142857,58.048401,57.920498,5944096
2022-08-08,59.234974,59.937550,58.438721,58.688526,58.559212,7847918
2022-08-09,58.836845,59.398907,58.446526,58.493366,58.364483,6050675
2022-08-10,59.492584,60.733803,59.258392,60.218578,60.085896,13033919
2022-08-11,60.889931,61.834503,60.858704,61.592506,61.456791,11618414
2022-08-12,61.896957,62.427792,61.327087,62.396564,62.259079,6602915
2022-08-15,61.912567,62.568306,61.733021,62.302887,62.165607,4363214
2022-08-16,61.920376,63.466042,61.779858,63.286495,63.147049,7397135
2022-08-17,62.498047,62.747852,61.873535,62.388760,62.251289,5175624
2022-08-18,62.271664,62.365341,61.678375,61.834503,61.698257,5124512
2022-08-19,61.280251,61.350506,60.320061,60.671352,60.537666,4630431
2022-08-22,59.430134,59.461357,58.048401,58.376270,58.247643,6499025
2022-08-23,58.540203,60.343483,58.485558,59.406715,59.275818,6099353
2022-08-24,59.445747,60.327869,59.234974,59.906322,59.774326,6104862
2022-08-25,60.398125,62.201405,60.351288,60.999218,60.864811,6663378
2022-08-26,61.194378,61.373928,58.711945,58.758781,58.629314,6886528
2022-08-29,58.423107,59.984386,57.985947,59.367680,59.236870,6279974
2022-08-30,59.921936,60.249805,58.024979,58.649494,58.520264,5495874
2022-08-31,58.868073,59.164715,57.267761,57.330212,57.203892,8199681
2022-09-01,57.181889,57.181889,55.761124,57.049179,56.923477,6386426
2022-09-02,57.603436,58.048401,56.291958,56.541763,56.417179,5171397
2022-09-06,56.596409,56.705700,55.534737,56.330990,56.206871,5165889
2022-09-07,56.128025,57.564404,55.987511,57.439499,57.312935,4384991
2022-09-08,56.627636,57.829819,56.268539,57.587822,57.460934,4637348
2022-09-09,58.181110,58.524590,57.517563,57.798595,57.671242,8615750
2022-09-12,58.087433,59.711163,57.970337,58.797813,58.668259,9306849
2022-09-13,57.189697,57.658081,55.128807,55.300545,55.178696,9237035
2022-09-14,55.191257,55.425449,53.614365,54.668228,54.547771,7955394
2022-09-15,54.473068,55.261513,53.669010,53.793911,53.675381,6311871
2022-09-16,51.053864,51.990631,50.882122,51.826698,51.712502,18329573
2022-09-19,51.202187,52.685402,51.100704,52.341919,52.226589,6420628
2022-09-20,51.873535,52.459015,51.475410,51.982826,51.868286,6687845
2022-09-21,52.318501,52.357533,50.866512,50.913349,50.801167,8112317
2022-09-22,50.741608,51.295864,50.366901,51.022640,50.910217,9054492
2022-09-23,50.390320,50.804058,49.609680,50.390320,50.279289,10474481
2022-09-26,50.374706,51.647152,50.124901,50.234192,50.185703,13392343
2022-09-27,50.624512,50.983608,49.578453,50.327869,50.279289,10053288
2022-09-28,50.733803,50.788448,50.109291,50.320061,50.271488,8528514
2022-09-29,49.781422,50.046837,48.337238,48.969555,48.922287,11272416
2022-09-30,48.899296,49.406715,48.306011,48.329430,48.282780,10142958
2022-10-03,48.992973,50.257610,48.516785,49.648712,49.600788,6960698
2022-10-04,50.647930,52.802498,50.640125,52.724434,52.673542,9929415
2022-10-05,52.060890,53.247463,51.561279,52.646370,52.595554,7444403
2022-10-06,52.092117,52.677597,51.358315,51.693989,51.644093,6347483
2022-10-07,51.217800,51.350506,50.039032,50.398125,50.349480,5471920
2022-10-10,50.780640,51.225605,50.007805,50.725994,50.677032,4600327
2022-10-11,50.343483,50.944576,49.242779,49.960968,49.912743,6784048
2022-10-12,49.718971,51.069477,49.227165,50.538643,50.489861,6862189
2022-10-13,49.718971,53.364559,49.328648,53.036690,52.985497,10230578
2022-10-14,53.317722,53.692429,52.451210,52.747852,52.696938,7267497
2022-10-17,53.825138,54.793129,53.419205,53.575333,53.523621,6585749
2022-10-18,54.793129,55.534737,54.590164,55.191257,55.137985,7826526
2022-10-19,54.855583,55.409836,54.129585,55.058548,55.005402,6710519
2022-10-20,55.238094,55.901638,54.512100,54.621391,54.568668,7669475
2022-10-21,54.644810,56.908665,54.449650,56.846214,56.791344,8262194
2022-10-24,56.986729,58.017174,56.807182,57.267761,57.212482,8710288
2022-10-25,58.548008,58.743168,55.487900,56.986729,56.931725,12326551
2022-10-26,57.213116,59.820454,57.135052,58.907104,58.850246,10355604
2022-10-27,59.562843,60.601093,59.242779,59.328648,59.271381,8065048
2022-10-28,59.867290,61.178768,59.781422,61.147541,61.088520,6901900
2022-10-31,60.718189,61.561279,60.530834,60.741608,60.682976,8448067
2022-11-01,61.327087,62.521469,60.460579,61.053864,60.994930,7321940
2022-11-02,60.960186,62.185791,60.327869,60.421547,60.363224,8164582
2022-11-03,60.007805,61.498829,59.773613,61.186573,61.127514,11131250
2022-11-04,62.443405,63.356754,62.006245,63.286495,63.225410,9224609
2022-11-07,63.317722,65.448868,63.286495,65.152222,65.089333,10266703
2022-11-08,65.417641,66.128021,64.519905,65.573769,65.510475,8022647
2022-11-09,64.964874,66.190475,64.715065,64.910225,64.847572,6354144
2022-11-10,66.533958,66.877441,65.690865,66.651054,66.586723,11002637
2022-11-11,66.963310,67.743950,66.471504,67.377052,67.312019,9968486
2022-11-14,67.119438,67.993752,66.877441,67.002342,66.937668,6309950
2022-11-15,67.556595,68.399689,67.306793,68.024979,67.959320,6315330
2022-11-16,67.782982,67.861046,66.081184,66.276344,66.212372,6088849
2022-11-17,65.378609,66.955505,64.957062,66.658859,66.594521,5958828
2022-11-18,67.517563,68.032784,66.237312,66.729118,66.664711,5231860
2022-11-21,66.440285,67.135048,66.143639,67.049179,66.984459,4188101
2022-11-22,67.369240,68.376266,67.135048,68.149879,68.084099,5425035
2022-11-23,67.939110,68.665108,67.868851,68.594849,68.528641,4682952
2022-11-25,68.462135,68.992973,68.188911,68.805618,68.739204,2426342
2022-11-28,68.071815,68.352852,66.479317,66.721313,66.656914,5487676
2022-11-29,66.939888,67.072601,66.323189,66.869637,66.805092,5750409
2022-11-30,66.854019,67.408272,64.941452,67.111633,67.046852,9301085
2022-12-01,67.298988,67.611244,66.252930,66.557381,66.493134,5432337
2022-12-02,66.018738,67.876656,65.893829,67.822014,67.756546,5739392
2022-12-05,67.010147,67.174080,66.057770,66.088989,66.025200,6040427
2022-12-06,67.611244,67.993752,65.940674,66.572990,66.508728,7537276
2022-12-07,66.354408,67.197502,66.213898,66.354408,66.290359,6226429
2022-12-08,66.822792,67.283371,64.551132,65.284935,65.221916,8247590
2022-12-09,65.277130,65.417641,63.489460,63.583138,63.521763,7102248
2022-12-12,63.793911,64.996094,63.255268,64.957062,64.894363,5969716
2022-12-13,66.018738,66.276344,63.957844,64.699455,64.637009,9889320
2022-12-14,64.309135,65.058548,63.497269,63.598751,63.598751,9794014
2022-12-15,62.505856,63.395786,61.280251,61.522247,61.522247,12448758
2022-12-16,60.725994,61.163155,59.867290,60.616707,60.616707,12752227
2022-12-19,60.304451,61.163155,60.265419,60.936768,60.936768,5635375
2022-12-20,60.921154,63.075722,60.772835,62.708820,62.708820,8935872
2022-12-21,63.263077,65.253708,63.208431,64.777519,64.777519,9678724
2022-12-22,64.153008,64.566742,62.669788,63.832943,63.832943,7765422
2022-12-23,63.786106,64.316940,63.200626,63.848557,63.848557,4218845
2022-12-27,64.012489,64.863388,63.934425,64.668228,64.668228,5430800
2022-12-28,64.785324,64.925842,63.466042,63.989071,63.989071,4956830
2022-12-29,64.207649,65.503510,64.012489,65.378609,65.378609,5657408
2022-12-30,64.722870,65.597191,64.621391,65.409836,65.409836,5287584
2023-01-03,65.612801,66.424667,65.214676,66.338799,66.338799,8204933
2023-01-04,68.410004,70.199997,66.750000,70.199997,70.199997,16784600
2023-01-05,69.900002,71.550003,69.000000,71.290001,71.290001,12770200
2023-01-06,72.010002,72.330002,70.750000,71.940002,71.940002,10389000
2023-01-09,72.000000,73.910004,71.959999,72.669998,72.669998,7572900
2023-01-10,72.199997,75.370003,72.199997,75.269997,75.269997,9255500
2023-01-11,75.820000,77.699997,75.510002,77.690002,77.690002,10159300
2023-01-12,77.879997,79.209999,77.290001,78.860001,78.860001,11498700
2023-01-13,78.779999,80.599998,78.500000,80.199997,80.199997,11044800
2023-01-17,79.919998,80.660004,79.760002,80.489998,80.489998,8492200
2023-01-18,80.940002,81.180000,79.139999,79.269997,79.269997,7834300
2023-01-19,77.940002,78.750000,76.669998,76.860001,76.860001,10411700
2023-01-20,77.589996,77.750000,75.669998,77.680000,77.680000,8257900
2023-01-23,77.610001,80.019997,77.540001,79.769997,79.769997,10957500
2023-01-24,78.000000,80.849998,77.470001,80.699997,80.699997,13381800
2023-01-25,79.779999,81.349998,79.430000,80.790001,80.790001,8501500
